first stage decision,expected second stage value,feasibility
"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",34.47499525175704,1
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",30.441428997132334,1
"(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",33.556896396026524,1
"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0.0,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",40.96587898779573,1
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",39.99897643059599,1
"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33.024211887944524,1
"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
