first stage decision,expected second stage value,feasibility
"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0.0,0
"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",29.00133405602037,1
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0.0,0
"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",28.34870483866273,1
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",24.72992017450153,1
"(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
