first stage decision,expected second stage value,feasibility
"(0, 0, 1, 0, 0, 1, 0, 0, 0, 1)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",34.51812064606329,1
"(0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",38.9244763249329,1
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",35.576868213829805,1
