first stage decision,expected second stage value,feasibility
"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",26.787012206396263,1
"(0, 1, 0, 1, 0, 0, 0, 0, 1, 0)",0.0,0
"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 0, 0, 1, 1)",0.0,0
"(0, 1, 0, 0, 0, 0, 1, 0, 0, 1)",0.0,0
"(1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 1, 0, 1, 0, 0, 0, 0, 0, 1)",0.0,0
"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",20.225810951318998,1
"(1, 1, 0, 0, 0, 0, 0, 0, 1, 1)",25.168755015016004,1
"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0)",93.85949553539969,1
"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0)",18.13796114302296,1
"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0)",18.95007946090343,1
"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
