first stage decision,expected second stage value,feasibility
"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",37.65553034265942,1
"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",40.09447212808122,1
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0.0,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",50.06601104489074,1
"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0.0,0
"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0.0,0
