first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],16.928378518221336,1
[0 1 1 0 1 0 1 0 0 0],27.02966193144992,1
[1 0 0 1 0 1 1 0 1 1],25.527653518232885,1
[1 0 1 1 1 1 0 1 1 0],16.03621285251769,1
[1 1 1 1 1 0 1 0 1 0],25.58332315014154,1
[1 0 1 0 0 0 1 1 0 1],22.6788085862105,1
[0 0 0 1 0 0 0 1 0 0],34.52841808844001,1
[0 1 0 0 0 1 0 0 0 1],35.14699025414363,1
[1 1 0 0 0 0 0 1 1 0],18.912305680167783,1
[0 1 1 1 1 1 1 1 0 0],15.61172687899673,1
[1 0 0 1 1 1 0 1 1 0],18.679834910927433,1
[1 1 1 1 1 1 0 1 0 0],16.16169359519251,1
[0 1 1 0 1 0 0 1 1 0],19.08250129034478,1
[1 0 1 1 0 0 0 1 1 1],16.03624191502048,1
[0 0 0 1 0 1 1 1 1 1],17.261860209228313,1
[1 0 0 0 1 0 0 1 0 1],21.274567946135384,1
[1 1 0 0 1 0 1 0 0 0],28.242368280086446,1
[0 0 0 1 0 1 1 1 1 0],17.577530872186546,1
[0 1 0 1 1 0 0 0 0 0],43.574684441853414,1
[0 0 0 0 1 0 1 1 1 1],17.49427285346308,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],16.821388491655803,1
[1 1 0 0 0 0 1 1 0 0],19.862383288067054,1
[0 0 1 1 1 0 0 1 1 1],17.538751403873754,1
[1 0 1 0 1 1 1 1 1 1],15.718687843059476,1
[0 1 0 1 0 1 0 1 0 0],33.638576144729555,1
[0 1 1 1 1 1 1 1 1 1],15.486246136321915,1
[0 1 0 1 0 0 0 0 1 0],43.641100344224064,1
[0 1 1 1 0 0 1 0 0 0],27.157987472877892,1
[1 1 1 0 0 0 1 1 0 1],18.65272167540798,1
[1 0 1 0 1 1 0 1 0 1],16.824997221396536,1
[1 0 0 0 0 1 1 0 1 1],25.766169795413752,1
[0 0 1 1 0 0 1 1 1 1],15.486275198824709,1
[0 0 0 1 1 1 0 1 0 1],24.547757720523396,1
[0 0 1 0 0 1 0 1 1 0],18.976329118868026,1
[1 1 1 0 1 0 0 1 1 0],16.268654559255246,1
[0 0 0 1 0 0 1 0 1 0],27.83153569353633,1
[1 0 0 0 0 1 1 1 1 0],16.928378518221336,1
[1 0 0 0 1 1 1 0 0 0],26.88649605010458,1
[1 1 0 1 1 1 1 1 1 1],16.695907748980982,1
[0 0 0 1 1 1 0 1 0 0],33.22193663666927,1
[1 1 1 1 0 0 1 0 0 1],27.157987472877892,1
[1 1 0 1 1 1 1 0 0 0],25.653105198404905,1
[1 1 0 1 1 0 0 0 1 0],28.787666035767778,1
[1 0 0 1 1 1 0 0 0 1],27.565178543097183,1
[0 0 0 1 0 1 1 1 0 0],18.11962206041886,1
[0 1 1 0 1 0 0 0 0 1],29.80710695634182,1
[0 1 0 0 0 0 0 1 0 1],27.588752516934647,1
[0 1 0 1 1 1 0 0 1 0],42.11175827601792,1
[1 0 1 1 0 0 1 1 1 1],15.486275198824709,1
[1 1 0 1 1 0 0 1 1 0],18.679834910927433,1
[1 0 1 0 1 0 0 0 0 0],0.0,0
[0 1 0 0 0 1 1 0 0 0],27.969107557605913,1
[0 0 1 1 1 1 1 0 0 0],24.443443585745836,1
[0 0 0 1 1 0 1 1 1 0],17.577501809683753,1
[1 1 1 1 0 0 0 0 1 0],26.290246736370268,1
[0 0 1 1 1 0 0 1 0 1],17.664232146548567,1
[0 0 1 0 0 1 0 1 0 1],19.117780487261093,1
[1 0 1 0 0 0 1 0 0 0],45.83501599317501,1
[0 1 1 0 1 0 1 1 1 0],15.718687843059476,1
[0 1 0 1 0 1 0 0 0 1],33.97574150797252,1
[1 1 0 0 1 1 0 1 1 0],18.912276617664993,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],0.0,0
[1 1 1 1 0 0 1 1 0 0],16.90376368542391,1
[1 0 1 0 0 0 0 1 0 1],23.228775302406273,1
[0 1 1 1 0 0 0 1 1 0],18.591940056269262,1
[1 0 1 0 1 0 1 1 0 0],18.46824635153274,1
[0 0 1 1 0 1 0 1 0 0],19.13403124450158,1
[0 0 0 0 0 1 0 1 1 0],35.32951459862049,1
[0 0 1 1 1 0 0 0 1 1],27.635828417693375,1
[0 1 0 1 1 0 1 1 0 0],17.70298255235857,1
[0 1 1 1 1 0 1 0 0 1],25.722112550200443,1
[0 1 1 0 0 0 0 1 0 1],20.705226942959822,1
[0 1 1 0 0 1 0 0 1 0],28.20450123160002,1
[0 1 1 0 1 0 1 1 0 1],16.096178017291273,1
[1 0 1 1 0 1 0 0 0 1],25.58967738264163,1
[1 0 0 0 0 0 0 1 0 1],25.800543543561844,1
[0 1 0 1 0 1 1 1 1 1],17.261860209228313,1
[0 0 0 0 1 1 1 1 1 0],17.80994351642131,1
[1 1 1 0 1 0 1 0 0 1],27.02966193144992,1
[1 0 0 0 1 1 1 1 1 0],16.928349455718543,1
