first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],39.586725736184405,1
[0 1 1 0 1 0 1 0 0 0],32.85156852239908,1
[1 0 0 1 0 1 1 0 1 1],22.916397865235837,1
[1 0 1 1 1 1 0 1 1 0],20.500565409404693,1
[1 1 1 1 1 0 1 0 1 0],23.5048792349353,1
[1 0 1 0 0 0 1 1 0 1],46.709914790408234,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],32.50276938799561,1
[1 1 0 0 0 0 0 1 1 0],36.456723387243734,1
[0 1 1 1 1 1 1 1 0 0],23.763373095970657,1
[1 0 0 1 1 1 0 1 1 0],22.08010465821055,1
[1 1 1 1 1 1 0 1 0 0],20.500565409404693,1
[0 1 1 0 1 0 0 1 1 0],30.60625480746454,1
[1 0 1 1 0 0 0 1 1 1],30.89684843076459,1
[0 0 0 1 0 1 1 1 1 1],23.004225987386224,1
[1 0 0 0 1 0 0 1 0 1],31.4500284593692,1
[1 1 0 0 1 0 1 0 0 0],30.726035275684374,1
[0 0 0 1 0 1 1 1 1 0],25.187889525494718,1
[0 1 0 1 1 0 0 0 0 0],30.88366989493524,1
[0 0 0 0 1 0 1 1 1 1],31.42482986277016,1
[1 0 0 0 1 0 0 0 0 0],41.237433144778144,1
[1 0 0 1 1 0 1 1 0 0],24.00402942146352,1
[1 1 0 0 0 0 1 1 0 0],36.814003216645915,1
[0 0 1 1 1 0 0 1 1 1],23.592707357085693,1
[1 0 1 0 1 1 1 1 1 1],26.507711167982478,1
[0 1 0 1 0 1 0 1 0 0],28.640634744329418,1
[0 1 1 1 1 1 1 1 1 1],21.205705250804932,1
[0 1 0 1 0 0 0 0 1 0],35.938700939486864,1
[0 1 1 1 0 0 1 0 0 0],34.88746403760233,1
[1 1 1 0 0 0 1 1 0 1],35.697541310867855,1
[1 0 1 0 1 1 0 1 0 1],26.5689664448985,1
[1 0 0 0 0 1 1 0 1 1],31.301410070140083,1
[0 0 1 1 0 0 1 1 1 1],31.601988272164824,1
[0 0 0 1 1 1 0 1 0 1],22.78524449961079,1
[0 0 1 0 0 1 0 1 1 0],30.543363918946664,1
[1 1 1 0 1 0 0 1 1 0],27.92382907456453,1
[0 0 0 1 0 0 1 0 1 0],35.52147480194678,1
[1 0 0 0 0 1 1 1 1 0],28.674847394823313,1
[1 0 0 0 1 1 1 0 0 0],33.004004903193156,1
[1 1 0 1 1 1 1 1 1 1],21.61702731518276,1
[0 0 0 1 1 1 0 1 0 0],26.352726777255118,1
[1 1 1 1 0 0 1 0 0 1],31.418278704427642,1
[1 1 0 1 1 1 1 0 0 0],22.564000634340765,1
[1 1 0 1 1 0 0 0 1 0],26.022245716722306,1
[1 0 0 1 1 1 0 0 0 1],26.798498825497894,1
[0 0 0 1 0 1 1 1 0 0],27.256665864321178,1
[0 1 1 0 1 0 0 0 0 1],30.29390067723336,1
[0 1 0 0 0 0 0 1 0 1],38.10455787932749,1
[0 1 0 1 1 1 0 0 1 0],26.317669343341567,1
[1 0 1 1 0 0 1 1 1 1],30.89684843076459,1
[1 1 0 1 1 0 0 1 1 0],24.467106764491312,1
[1 0 1 0 1 0 0 0 0 0],34.64597613451658,1
[0 1 0 0 0 1 1 0 0 0],0.0,0
[0 0 1 1 1 1 1 0 0 0],24.69167548011872,1
[0 0 0 1 1 0 1 1 1 0],26.686455154363536,1
[1 1 1 1 0 0 0 0 1 0],30.436356027798446,1
[0 0 1 1 1 0 0 1 0 1],23.592707357085693,1
[0 0 1 0 0 1 0 1 0 1],31.557680973039215,1
[1 0 1 0 0 0 1 0 0 0],55.670015919073435,1
[0 1 1 0 1 0 1 1 1 0],30.60625480746454,1
